GO:0000001	mitochondrion inheritance
GO:0085006	interaction with host mediated by symbiont secreted substance released from symbiont-containing vacuole
GO:0085007	interaction with host via secreted substance released from rhoptry
GO:0085008	interaction with host via secreted substance released from microneme
GO:0085009	interaction with host mediated by symbiont secreted substance released from Maurer's cleft
GO:0085010	interaction with host mediated by secreted substance entering host via endocytosis
GO:0085011	interaction with host via protein secreted by Sec complex
GO:0085012	interaction with host via protein secreted by Tat complex
GO:0085013	interaction with host via protein secreted by type VII secretion system
GO:0085014	dormancy entry of symbiont in host
GO:0085015	dormancy maintenance of symbiont in host
GO:0085016	dormancy exit of symbiont in host
GO:0085017	symbiont entry into host cell forming a symbiont-containing vacuole
GO:0085018	maintenance of symbiont-containing vacuole by host
GO:0085019	formation by symbiont of a tubovesicular network for nutrient acquisition from host
GO:0085020	protein K6-linked ubiquitination
GO:0085021	modification by symbiont of host morphology or physiology via protein secreted by type I secretion system
GO:0085022	modification by symbiont of host morphology or physiology via protein secreted by type VI secretion system
GO:0085023	modification by symbiont of host morphology or physiology via protein secreted by type VII secretion system
GO:0085024	modification by symbiont of host morphology or physiology via protein secreted by Sec complex
GO:0085025	modification by symbiont of host morphology or physiology via protein secreted by Tat complex
GO:0085027	entry into host via enzymatic degradation of host anatomical structure
GO:0085028	entry into host via enzymatic degradation of host cuticle
GO:0085029	extracellular matrix assembly
GO:0085030	mutualism
GO:0085031	commensalism
GO:0085032	modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade
GO:0085033	positive regulation by symbiont of host I-kappaB kinase/NF-kappaB cascade
GO:0085034	negative regulation by symbiont of host I-kappaB kinase/NF-kappaB cascade
GO:0085044	disassembly by symbiont of host cuticle
GO:0086001	regulation of cardiac muscle cell action potential
GO:0086002	regulation of cardiac muscle cell action potential involved in contraction
GO:0086003	cardiac muscle cell contraction
GO:0086004	regulation of cardiac muscle cell contraction
GO:0086005	regulation of ventricular cardiac muscle cell action potential
GO:0086009	membrane repolarization
GO:0086010	membrane depolarization involved in regulation of action potential
GO:0086011	membrane repolarization involved in regulation of action potential
GO:0086012	membrane depolarization involved in regulation of cardiac muscle cell action potential
GO:0086013	membrane repolarization involved in regulation of cardiac muscle cell action potential
GO:0086014	regulation of atrial cardiac muscle cell action potential
GO:0086015	regulation of SA node cell action potential
GO:0086016	regulation of AV node cell action potential
GO:0086017	regulation of Purkinje myocyte action potential
GO:0086018	SA node cell to atrial cardiac muscle cell signalling
GO:0086019	cell-cell signaling involved in cardiac conduction
GO:0086021	SA node cell to atrial cardiac muscle cell communication by electrical coupling
GO:0086022	SA node cell-atrial cardiac muscle cell adhesion involved in cell communication
GO:0086023	adrenergic receptor signaling pathway involved in heart process
GO:0086024	adrenergic receptor signaling pathway involved in positive regulation of heart rate
GO:0086026	atrial cardiac muscle cell to AV node cell signaling
GO:0086027	AV node cell to bundle of His cell signaling
GO:0086028	bundle of His cell to Purkinje myocyte signaling
GO:0086029	Purkinje myocyte to ventricular cardiac muscle cell signaling
GO:0086030	adrenergic receptor signaling pathway involved in cardiac muscle relaxation
GO:0086033	G-protein coupled acetylcholine receptor signaling pathway involved in negative regulation of heart rate
GO:0086036	regulation of cardiac muscle cell membrane potential
GO:0086042	cardiac muscle cell-cardiac muscle cell adhesion
GO:0086043	regulation of bundle of His cell action potential
GO:0086044	atrial cardiac muscle cell to AV node cell communication by electrical coupling
GO:0086045	membrane depolarization involved in regulation of AV node cell action potential
GO:0086046	membrane depolarization involved in regulation of SA node cell action potential
GO:0086047	membrane depolarization involved in regulation of Purkinje myocyte cell action potential
GO:0086048	membrane depolarization involved in regulation of bundle of His cell action potential
GO:0086049	membrane repolarization involved in regulation of AV node cell action potential
GO:0086050	membrane repolarization involved in regulation of bundle of His cell action potential
GO:0086051	membrane repolarization involved in regulation of Purkinje myocyte action potential
GO:0086052	membrane repolarization involved in regulation of SA node cell action potential
GO:0086053	AV node cell to bundle of His cell communication by electrical coupling
GO:0086054	bundle of His cell to Purkinje myocyte communication by electrical coupling
GO:0086055	Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling
GO:0086064	cell communication by electrical coupling involved in cardiac conduction
GO:0086065	cell communication involved in cardiac conduction
GO:0086066	atrial cardiac muscle cell to AV node cell communication
GO:0086067	AV node cell to bundle of His cell communication
GO:0086068	Purkinje myocyte to ventricular cardiac muscle cell communication
GO:0086069	bundle of His cell to Purkinje myocyte communication
GO:0086070	SA node cell to atrial cardiac muscle cell communication
GO:0086071	atrial cardiac muscle cell-AV node cell adhesion involved in cell communication
GO:0086072	AV node cell-bundle of His cell adhesion involved in cell communication
GO:0086073	bundle of His cell-Purkinje myocyte adhesion involved in cell communication
GO:0086074	Purkinje myocyte-ventricular cardiac muscle cell adhesion involved in cell communication
GO:0086091	regulation of heart rate by cardiac conduction
GO:0086092	regulation of the force of heart contraction by cardiac conduction
GO:0086093	G-protein coupled acetylcholine receptor signaling pathway involved in involved in heart process
GO:0086094	positive regulation of ryanodine-sensitive calcium-release channel activity by adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction
GO:0086095	positive regulation of IKACh channel activity by G-protein coupled acetylcholine receptor signaling pathway involved in negative regulation of heart rate
GO:0086096	adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process
GO:0086097	phospholipase C-activating angiotensin-mediated signaling pathway
GO:0086098	angiotensin-mediated signaling pathway involved in heart process
GO:0086099	phospholipase C-activating angiotensin-mediated signaling pathway involved in heart process
GO:0086100	endothelin receptor signaling pathway
GO:0086101	endothelin receptor signaling pathway involved in heart process
GO:0086102	adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway involved in negative regulation of heart rate
GO:0086103	G-protein coupled receptor signaling pathway involved in heart process
GO:0090001	replication fork arrest at tRNA locus
GO:0090002	establishment of protein localization to plasma membrane
GO:0090003	regulation of establishment of protein localization to plasma membrane
GO:0090004	positive regulation of establishment of protein localization to plasma membrane
GO:0090005	negative regulation of establishment of protein localization to plasma membrane
GO:0090006	regulation of linear element assembly
GO:0090008	hypoblast development
