HP:0000002	Abnormality of body height
HP:0012133	Erythroid hypoplasia
HP:0012134	Dysplastic erythropoesis
HP:0012135	Abnormality of cells of the granulocytic lineage
HP:0012136	Dysplastic granulopoesis
HP:0012137	Abnormal number of granulocyte precursors
HP:0012138	Granulocytic hyperplasia
HP:0012139	Granulocytic hypoplasia
HP:0012140	Abnormality of cells of the lymphoid lineage
HP:0012141	Lymphocvtosis
HP:0012142	Pancreatic squamous cell carcinoma
HP:0012143	Abnormality of cells of the megakaryocyte lineage
HP:0012144	Abnormality of cells of the monocyte/macrophage lineage
HP:0012145	Abnormality of multiple cell lineages in the bone marrow
HP:0012146	Abnormality of  von Willebrand factor
HP:0012147	Reduced quantity of Von Willebrand factor
HP:0012148	Multiple lineage myelodysplasia
HP:0012149	Bilineage myelodysplasia
HP:0012150	Single lineage myelodysplasia
HP:0012151	Hemothorax
HP:0012152	Foveoschisis
HP:0012153	Hypotriglyceridemia
HP:0012154	Anhedonia
HP:0012155	Decreased corneal sensation
HP:0012156	Hemophagocytosis
HP:0012157	Subcortical cerebral atrophy
HP:0012158	Carotid artery dissection
HP:0012159	Internal carotid artery dissection
HP:0012160	Intracranial internal carotid artery dissection
HP:0012161	External carotid artery dissection
HP:0012162	Common carotid artery dissection
HP:0012163	Carotid artery aneurysm
HP:0012164	Asterixis
HP:0012165	Oligodactyly
HP:0012166	Skin-picking
HP:0012167	Hair-pulling
HP:0012168	Head-banging
HP:0012169	Self-biting
HP:0012170	Nail-biting
HP:0012171	Stereotypical hand wringing
HP:0012172	Stereotypical body rocking
HP:0012173	Orthostatic tachycardia
HP:0012174	Glioblastoma multiforme
HP:0012175	Resistance to activated protein C
HP:0012176	Abnormality of natural killer cells
HP:0012177	Abnormal natural killer cell physiology
HP:0012178	Reduced natural killer cell activity
HP:0012179	Craniofacial dystonia
HP:0012180	Cystic medial necrosis
HP:0012181	Entrapment neuropathy
HP:0012182	Oropharyngeal squamous cell carcinoma
HP:0012183	Hyperplastic colonic polyposis
HP:0012184	Hyperalphalipoproteinemia
HP:0012185	Constrictive median neuropathy
HP:0012186	Entrapment neuropathy of the ulnar nerve at elbow
HP:0012187	Increased erythrocyte protoporphyrin concentration
HP:0012188	Hyperemesis gravidarum
HP:0012189	Hodgkin's lymphoma
HP:0012190	T-cell lymphoma
HP:0012191	B-cell lymphoma
HP:0012192	Cutaneous T-cell lymphoma
HP:0012193	Anaplastic large-cell lymphoma
HP:0012194	Episodic hemiplegia
HP:0012195	Irregular respiration
HP:0012196	Cheyne-Stokes respiration
HP:0012197	Insulinoma
HP:0012198	Juvenile colonic polyposis
HP:0012199	Cluster headache
HP:0012200	Abnormality of prothrombin
HP:0012201	Reduced prothrombin activity
HP:0012202	increased serum bile acid concentration
HP:0012203	Onychomycosis
HP:0012204	Recurrent vulvovaginal candidiasis
HP:0012205	Globozoospermia
HP:0012206	Abnormal sperm motility
HP:0012207	Reduced sperm motility
HP:0012208	Nonmotile sperm
HP:0012209	Juvenile myelomonocytic leukemia
HP:0012210	Abnormal renal morphology
HP:0012211	Abnormal renal physiology
HP:0012212	Abnormal glomerular filtration rate
HP:0012213	Decreased glomerular filtration rate
HP:0012214	Increased glomerular filtration rate
HP:0012215	Testicular microlithiasis
HP:0012216	Entrapment neuropathy of suprascapular nerve
HP:0012217	Increased urinary porphobilinogen
HP:0012218	Alveolar soft part sarcoma
HP:0012219	Erythema nodosum
HP:0012220	Non-caseating epithelioid cell granulomatosis
HP:0012221	Pretibial blistering
HP:0012222	Arachnoid hemangiomatosis
HP:0012223	Splenic rupture
HP:0012224	Circulating immune complexes
HP:0012225	Oligodontia of primary teeth
HP:0012226	Ovarian teratoma
HP:0012227	Urethral stricture
HP:0012228	Tension-type headache
HP:0012229	CSF pleocytosis
HP:0012230	Rhegmatogenous retinal detachment
HP:0012231	Exudative retinal detachment
HP:0012232	Shortened QT interval
HP:0012233	Intramuscular hematoma
HP:0012234	Agranulocytosis
HP:0012235	Drug-induced agranulocytosis
HP:0012236	Elevated sweat chloride
HP:0012237	Urocanic aciduria
HP:0012238	Hyperchylomicronemia
HP:0012239	Atransferrinemia
HP:0012240	Increased intramyocellular lipid droplets
HP:0012241	Levator palpebrae superioris atrophy
HP:0012242	Superior rectus atrophy
HP:0012243	Abnormal genital system morphology
HP:0012244	Abnormal sex determination
HP:0012245	Sex reversal
HP:0012246	Oculomotor nerve palsy
HP:0012247	Specific anosmia
HP:0012248	Prolonged PR interval
HP:0012249	Abnormal ST segment
HP:0012250	ST segment depression
HP:0012251	ST segment elevation
HP:0012252	Abnormal respiratory system morphology
HP:0012253	Abnormal respiratory epithelium morphology
HP:0012254	Ewing's sarcoma
HP:0012255	Dynein arm defect of motile cilia
HP:0012256	Absent outer dynein arms
HP:0012257	Absent inner dynein arms
HP:0012258	Abnormal axonemal organization of motile cilia
HP:0012259	Absent inner and outer dynein arms
HP:0012260	Abnormal central microtubular pair morphology of motile cilia
HP:0012261	Abnormal respiratory motile cilium physiology
HP:0012262	Abnormal ciliary motility
HP:0012263	Immotile cilia
HP:0012264	Absent central microtubular pair morphology of motile cilia
HP:0012265	Ciliary dyskinesia
HP:0012266	T-wave alternans
HP:0012267	Absent ciliary axoneme radial spokes
HP:0012268	Myxoid liposarcoma
HP:0012269	Abnormal muscle glycogen content
HP:0012270	Decreased muscle glycogen content
HP:0012271	Episodic upper airway obstruction
HP:0012272	J wave
HP:0012273	Increased carotid artery intimal medial thickness
HP:0012276	Digital flexor tenosynovitis
HP:0012277	Hypoglycinemia
HP:0012278	Abnormality of serine metabolism
HP:0012279	Hyposerinemia
HP:0012280	Hepatic amyloidosis
HP:0012281	Chylous ascites
HP:0012282	Morbilliform rash
HP:0012283	Small distal femoral epiphysis
HP:0012284	Small proximal tibial epiphyses
HP:0012285	Abnormal hypothalamus physiology
HP:0012286	Abnormal hypothalamus morphology
HP:0012287	Hypothalamic luteinizing hormone-releasing hormone deficiency
HP:0012288	Neoplasm of head and neck
HP:0012289	Facial neoplasm
HP:0012290	Mouth neoplasm
HP:0012291	Tracheal neoplasm
HP:0012292	Fusion of gums
HP:0012293	Abnormal genital pigmentation
HP:0012294	Abnormality of the occipital bone
HP:0012295	Slender middle phalanx of finger
HP:0012296	Slender distal phalanx of finger
HP:0012297	Slender proximal phalanx of finger
HP:0012298	Long middle  phalanx of finger
HP:0012299	Long distal phalanx of finger
HP:0012300	Ureteral agenesis
HP:0012301	Type II transferrin isoform profile
HP:0012302	Herpes simplex encephalitis
HP:0012303	Abnormality of the aortic arch
HP:0012304	Hypoplastic aortic arch
HP:0012305	Coarctation of the descending aortic arch
HP:0012306	Abnormal rib ossification
HP:0012307	Spatulate ribs
HP:0012308	Decreased serum complement C9
HP:0012309	Cutaneous amyloidosis
HP:0012310	Abnormal monocyte count
HP:0012311	Monocytosis
HP:0012312	Monocytopenia
HP:0012313	Heberden's node
HP:0012314	Bouchard's node
HP:0012315	Histiocytoma
HP:0012316	Fibrous tissue neoplasm
HP:0012317	Sacroiliac arthritis
HP:0012318	Occipital neuralgia
HP:0012319	Absent pigmentation of the abdomen
HP:0012320	Absent pigmentation of the limbs
HP:0012321	D-2-hydroxyglutaric aciduria
HP:0012322	Perifolliculitis
HP:0012323	Sleep myoclonus
HP:0012324	Myeloid leukemia
HP:0012325	Chronic myelomonocytic leukemia
HP:0012326	Abnormality of the celiac artery
HP:0012327	Celiac artery compression
HP:0012328	Cementoma
HP:0012329	Tufted angioma
HP:0012330	Pyelonephritis
HP:0012331	Abnormal autonomic nervous system morphology
HP:0012332	Abnormal autonomic nervous system physiology
HP:0012333	Abnormal sudomotor regulation
HP:0012334	Extrahepatic cholestasis
HP:0012335	Abnormality of folate metabolism
HP:0012336	Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration
HP:0012337	Abnormal homeostasis
HP:0012338	Abnormal energy expenditure
HP:0012339	Increased resting energy expenditure
HP:0012340	Decreased resting energy expenditure
HP:0012341	Microprolactinoma
HP:0012342	Macroprolactinoma
HP:0012343	Decreased serum ferritin
HP:0012344	Morphea
HP:0012345	Abnormal glycosylation
HP:0012346	Abnormal protein glycosylation
HP:0012347	Abnormal protein N-linked glycosylation
HP:0012348	Decreased galactosylation of N-linked protein glycosylation
HP:0012349	Abnormal sialylation of N-linked protein glycosylation
HP:0012350	Decreased sialylation of N-linked protein glycosylation
HP:0012351	Increased sialylation of N-linked protein glycosylation
HP:0012352	Abnormal fucosylation of protein N-linked glycosylation
HP:0012353	Decreased fucosylation of N-linked protein glycosylation
HP:0012354	Increased fucosylation of N-linked protein glycosylation
HP:0012355	Abnormal mannosylation of N-linked protein glycosylation
HP:0012356	Decreased mannosylation of N-linked protein glycosylation
HP:0012357	Increased mannosylation of N-linked protein glycosylation
HP:0012358	Abnormal protein O-linked glycosylation
HP:0012359	Abnormal fucosylation of O-linked protein glycosylation
HP:0012360	Decreased fucosylation of O-linked protein glycosylation
HP:0012361	Increased fucosylation of O-linked protein glycosylation
HP:0012362	Abnormal sialylation of O-linked protein glycosylation
HP:0012363	Decreased sialylation of O-linked protein glycosylation
HP:0100000	Early onset of puberty
HP:0100001	Malignant mesothelioma
HP:0100002	Pleural mesothelioma
HP:0100003	Peritoneal mesothelioma
HP:0100004	Pericardial mesothelioma
HP:0100005	Testicular mesothelioma
HP:0100006	Neoplasm of the central nervous system
HP:0100007	Neoplasm of the peripheral nervous system
HP:0100008	Schwannoma
HP:0100009	Intracranial meningioma
HP:0100010	Spinal meningioma
HP:0100011	Scleral schwannoma
HP:0100012	Neoplasm of the eye
HP:0100013	Neoplasm of the breast
HP:0100014	Epiretinal membrane
HP:0100015	Stahl ear
HP:0100016	Abnormality of the mesentery
HP:0100017	Capsular cataract
HP:0100018	Nuclear cataract
HP:0100019	Cortical cataract
HP:0100020	Posterior capsular cataract
HP:0100021	Cerebral palsy
HP:0100022	Abnormality of movement
HP:0100023	Recurrent hand flapping
HP:0100024	Conspicuously happy disposition
HP:0100025	Overfriendliness
HP:0100026	Arteriovenous malformation
HP:0100027	Recurrent pancreatitis
HP:0100028	Ectopic thyroid
HP:0100029	Lingual thyroid
HP:0100030	Accessory ectopic thyroid tissue
HP:0100031	Neoplasm of the thyroid gland
HP:0100033	Tics
HP:0100034	Motor tics
HP:0100035	Phonic tics
HP:0100036	Pseudo-fractures
HP:0100037	Abnormality of the scalp hair
HP:0100038	Slow-growing scalp hair
HP:0100039	Thickened cortex of bones
HP:0100040	Broad 2nd toe
HP:0100041	Broad 3rd toe
HP:0100042	Broad 4th toe
HP:0100043	Broad 5th toe
HP:0100044	Absent epiphyses of the 2nd toe
HP:0100045	Bracket epiphyses of the 2nd toe
HP:0100046	Cone-shaped epiphyses of the 2nd toe
HP:0100047	Enlarged epiphyses of the 2nd toe
HP:0100048	Fragmentation of the epiphyses of the 2nd toe
HP:0100049	Irregular epiphyses of the 2nd toe
HP:0100050	Ivory epiphyses of the 2nd toe
HP:0100051	Pseudoepiphyses of the 2nd toe
HP:0100052	Small epiphyses of the 2nd toe
HP:0100053	Stippling of the epiphyses of the 2nd toe
HP:0100054	Triangular epiphyses of the 2nd toe
HP:0100055	Absent epiphyses of the 3rd toe
HP:0100056	Bracket epiphyses of the 3rd toe
HP:0100057	Cone-shaped epiphyses of the 3rd toe
HP:0100058	Enlarged epiphyses of the 3rd toe
HP:0100059	Fragmentation of the epiphyses of the 3rd toe
HP:0100060	Irregular epiphyses of the 3rd toe
HP:0100061	Ivory epiphyses of the 3rd toe
HP:0100062	Pseudoepiphyses of the 3rd toe
HP:0100063	Small epiphyses of the 3rd toe
HP:0100064	Stippling of the epiphyses of the 3rd toe
HP:0100065	Triangular epiphyses of the 3rd toe
HP:0100066	Absent epiphyses of the 4th toe
HP:0100067	Bracket epiphyses of the 4th toe
HP:0100068	Cone-shaped epiphyses of the 4th toe
HP:0100069	Enlarged epiphyses of the 4th toe
HP:0100070	Fragmentation of the epiphyses of the 4th toe
HP:0100071	Irregular epiphyses of the 4th toe
HP:0100072	Ivory epiphyses of the 4th toe
HP:0100073	Pseudoepiphyses of the 4th toe
HP:0100074	Small epiphyses of the 4th toe
HP:0100075	Stippling of the epiphyses of the 4th toe
HP:0100076	Triangular epiphyses of the 4th toe
HP:0100077	Absent epiphyses of the 5th toe
HP:0100078	Bracket epiphyses of the 5th toe
HP:0100079	Cone-shaped epiphyses of the 5th toe
HP:0100080	Enlarged epiphyses of the 5th toe
HP:0100081	Fragmentation of the epiphyses of the 5th toe
HP:0100082	Irregular epiphyses of the 5th toe
HP:0100083	Ivory epiphyses of the 5th toe
HP:0100084	Pseudoepiphyses of the 5th toe
HP:0100085	Small epiphyses of the 5th toe
HP:0100086	Stippling of the epiphyses of the 5th toe
HP:0100087	Triangular epiphyses of the 5th toe
HP:0100088	Abnormality of the epiphysis of the distal phalanx of the 2nd toe
HP:0100089	Abnormality of the epiphysis of the middle phalanx of the 2nd toe
HP:0100090	Abnormality of the epiphysis of the proximal phalanx of the 2nd toe
HP:0100091	Abnormality of the epiphysis of the distal phalanx of the 3rd toe
HP:0100092	Abnormality of the epiphysis of the middle phalanx of the 3rd toe
HP:0100093	Abnormality of the epiphysis of the proximal phalanx of the 3rd toe
HP:0100094	Abnormality of the epiphysis of the distal phalanx of the 4th toe
HP:0100095	Abnormality of the epiphysis of the middle phalanx of the 4th toe
HP:0100096	Abnormality of the epiphysis of the proximal phalanx of the 4th toe
HP:0100097	Abnormality of the epiphysis of the distal phalanx of the 5th toe
HP:0100098	Abnormality of the epiphysis of the middle phalanx of the 5th toe
HP:0100099	Abnormality of the epiphysis of the proximal phalanx of the 5th toe
HP:0100100	Absent epiphysis of the distal phalanx of the 2nd toe
HP:0100101	Bracket epiphysis of the distal phalanx of the 2nd toe
HP:0100102	Cone-shaped epiphysis of the distal phalanx of the 2nd toe
HP:0100103	Enlarged epiphysis of the distal phalanx of the 2nd toe
HP:0100104	Fragmentation of the epiphysis of the distal phalanx of the 2nd toe
HP:0100105	Irregular epiphysis of the distal phalanx of the 2nd toe
HP:0100106	Ivory epiphysis of the distal phalanx of the 2nd toe
HP:0100107	Pseudoepiphysis of the distal phalanx of the 2nd toe
HP:0100108	Small epiphysis of the distal phalanx of the 2nd toe
HP:0100109	Stippling of the epiphysis of the distal phalanx of the 2nd toe
HP:0100110	Triangular epiphysis of the distal phalanx of the 2nd toe
HP:0100111	Absent epiphysis of the middle phalanx of the 2nd toe
HP:0100112	Bracket epiphysis of the middle phalanx of the 2nd toe
HP:0100113	Cone-shaped epiphysis of the middle phalanx of the 2nd toe
HP:0100114	Enlarged epiphysis of the middle phalanx of the 2nd toe
HP:0100115	Fragmentation of the epiphysis of the middle phalanx of the 2nd toe
HP:0100116	Irregular epiphysis of the middle phalanx of the 2nd toe
HP:0100117	Ivory epiphysis of the middle phalanx of the 2nd toe
HP:0100118	Pseudoepiphysis of the middle phalanx of the 2nd toe
HP:0100119	Small epiphysis of the middle phalanx of the 2nd toe
HP:0100120	Stippling of the epiphysis of the middle phalanx of the 2nd toe
HP:0100121	Triangular epiphysis of the middle phalanx of the 2nd toe
HP:0100122	Absent epiphysis of the proximal phalanx of the 2nd toe
HP:0100123	Bracket epiphysis of the proximal phalanx of the 2nd toe
HP:0100124	Cone-shaped epiphysis of the proximal phalanx of the 2nd toe
HP:0100125	Enlarged epiphysis of the proximal phalanx of the 2nd toe
HP:0100126	Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe
HP:0100127	Irregular epiphysis of the proximal phalanx of the 2nd toe
HP:0100128	Ivory epiphysis of the proximal phalanx of the 2nd toe
HP:0100129	Pseudoepiphysis of the proximal phalanx of the 2nd toe
HP:0100130	Small epiphysis of the proximal phalanx of the 2nd toe
HP:0100131	Stippling of the epiphysis of the proximal phalanx of the 2nd toe
HP:0100132	Triangular epiphysis of the proximal phalanx of the 2nd toe
HP:0100133	Abnormality of the pubic hair
HP:0100134	Abnormality of the axillary hair
